utt_id,ctc_rho,pll_rho,gpt2_rho,ctc_wer,pll_wer,gpt2_wer,best_interp_wer,oracle_wer,is_recoverable
4831-18525-0014-69,-0.1570,-0.4836,-0.3155,0.1111,0.1111,0.1111,0.1111,0.1111,0
4831-18525-0016-71,-0.2715,-0.5660,-0.1687,0.0244,0.0244,0.0244,0.0244,0.0244,0
4831-18525-0018-73,-0.1928,-0.7030,-0.5848,0.0357,0.0357,0.0357,0.0357,0.0179,1
4831-18525-0020-75,-0.1290,-0.8075,-0.5926,0.0588,0.0588,0.0588,0.0588,0.0588,0
4831-18525-0022-77,-0.7973,-0.4956,0.1508,0.0000,0.0000,0.0000,0.0000,0.0000,0
4831-18525-0024-79,-0.1763,-0.7867,-0.7312,0.0000,0.0000,0.0000,0.0000,0.0000,0
4831-18525-0026-81,-0.1760,-0.3900,0.0634,0.0556,0.0556,0.0556,0.0556,0.0556,0
4831-18525-0028-83,-0.1536,-0.4386,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0
4831-18525-0030-85,-0.4507,-0.3463,-0.3827,0.0500,0.0500,0.0500,0.0500,0.0500,0
6123-59150-0000-87,0.0251,-0.5272,-0.5021,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0002-89,-0.1917,-0.1917,-0.2684,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0004-91,0.0271,-0.3796,-0.2169,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0006-93,-0.2639,-0.6581,-0.5214,0.1176,0.1176,0.1176,0.1176,0.1176,0
6123-59150-0008-95,-0.1025,-0.6894,-0.4037,0.3000,0.3000,0.3000,0.3000,0.2000,1
6123-59150-0010-97,-0.7573,-0.7068,-0.2990,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0012-99,-0.6247,-0.3587,-0.4469,0.0312,0.0312,0.0312,0.0312,0.0312,0
6123-59150-0014-101,-0.2972,-0.7149,-0.2887,0.1538,0.1538,0.1538,0.1538,0.0769,1
6123-59150-0016-103,-0.3131,-0.5636,-0.5010,0.0714,0.0714,0.0714,0.0714,0.0714,0
6123-59150-0018-105,-0.2277,-0.1138,-0.1026,0.0909,0.0909,0.0909,0.0909,0.0909,0
6123-59150-0020-107,-0.3776,-0.9173,-0.8088,0.0833,0.0833,0.0833,0.0833,0.0833,0
6123-59150-0022-109,-0.3204,-0.5243,0.0136,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0024-111,-0.2415,-0.8508,-0.8604,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0026-113,-0.4934,-0.0051,-0.0486,0.0909,0.0909,0.0909,0.0909,0.0909,0
6123-59150-0028-115,-0.5752,-0.5369,-0.3835,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0030-117,0.0594,-0.6238,-0.2525,0.0667,0.0667,0.0667,0.0667,0.0667,0
6123-59150-0032-119,0.0503,-0.7363,-0.6573,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0034-121,-0.4730,-0.1774,-0.2365,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0036-123,-0.0767,-0.0767,-0.1917,0.1875,0.1250,0.1875,0.1250,0.1250,1
6123-59150-0038-125,-0.6888,-0.7202,-0.4070,0.0526,0.0526,0.0526,0.0526,0.0526,0
6123-59150-0040-127,-0.5369,-0.3451,-0.3451,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0042-129,0.0280,-0.8402,-0.8402,0.0455,0.0455,0.0455,0.0455,0.0455,0
6123-59150-0044-131,0.1200,-0.7540,-0.7325,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59150-0046-133,-0.6190,-0.7486,-0.6674,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0001-135,-0.6408,-0.5864,-0.5321,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0003-137,-0.4271,-0.5307,-0.3495,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0005-139,-0.1621,-0.2939,-0.2917,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0007-141,-0.1810,-0.6015,-0.5947,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0009-143,0.1794,-0.7191,-0.3015,0.3333,0.0000,0.3333,0.0000,0.0000,1
6123-59186-0011-145,-0.4817,-0.7673,-0.6199,0.0702,0.0702,0.0702,0.0702,0.0702,0
6123-59186-0013-147,-0.4623,-0.4082,-0.5184,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0015-149,-0.5413,-0.6061,-0.6676,0.0909,0.0909,0.0909,0.0909,0.0909,0
6123-59186-0017-151,0.1248,-0.4431,-0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0019-153,-0.3454,-0.0432,-0.0384,0.1111,0.1111,0.1111,0.1111,0.1111,0
6123-59186-0021-155,-0.1085,-0.6074,-0.7701,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0023-157,-0.5244,-0.7973,-0.7830,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0025-159,-0.2762,-0.6360,-0.6193,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0027-161,-0.3714,-0.2531,-0.4078,0.0172,0.0172,0.0172,0.0172,0.0172,0
6123-59186-0029-163,-0.2170,-0.6136,-0.6930,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0031-165,-0.1551,-0.7195,-0.5974,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0033-167,-0.2845,-0.8356,-0.6197,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0035-169,-0.5548,-0.5663,-0.5499,0.0000,0.0000,0.0000,0.0000,0.0000,0
6123-59186-0037-171,-0.2259,-0.3431,-0.4686,0.0000,0.0769,0.0000,0.0000,0.0000,0
6123-59186-0039-173,-0.3835,-0.5752,-0.3068,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0000-175,-0.2706,-0.8273,-0.7469,0.1892,0.1892,0.1892,0.1892,0.1622,1
1701-141760-0002-177,-0.3631,-0.5153,-0.6279,0.0455,0.0455,0.0455,0.0455,0.0455,0
1701-141760-0004-179,-0.1876,-0.6643,-0.6002,0.0612,0.0612,0.0612,0.0612,0.0612,0
1701-141760-0006-181,-0.7807,-0.7257,-0.7907,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0008-183,-0.4804,-0.3930,-0.0437,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0010-185,-0.6007,-0.4423,-0.3730,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0012-187,-0.3807,-0.7443,-0.4993,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0014-189,-0.4268,-0.8787,-0.8670,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0016-191,-0.4369,-0.1748,-0.5534,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0018-193,-0.1238,-0.5545,-0.5198,0.1176,0.1176,0.1176,0.1176,0.0588,1
1701-141760-0020-195,-0.0449,-0.7677,-0.6418,0.1000,0.1000,0.1000,0.1000,0.1000,0
1701-141760-0022-197,-0.3023,-0.5208,-0.1891,0.0169,0.0169,0.0169,0.0169,0.0169,0
1701-141760-0024-199,-0.3796,-0.5749,-0.0976,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0026-201,-0.3339,-0.4615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0028-203,-0.6137,-0.8830,-0.5824,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0030-205,-0.2323,-0.4783,-0.2050,0.0263,0.0263,0.0263,0.0263,0.0263,0
1701-141760-0032-207,-0.3525,-0.0597,0.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0034-209,-0.2412,-0.3495,-0.4747,0.1000,0.3000,0.1000,0.1000,0.1000,0
1701-141760-0036-211,-0.7341,-0.4607,-0.5404,0.0714,0.0714,0.0714,0.0714,0.0000,1
1701-141760-0038-213,-0.3664,-0.7261,-0.6898,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0040-215,-0.6294,-0.6925,-0.4401,0.0250,0.0250,0.0250,0.0250,0.0000,1
1701-141760-0042-217,-0.5125,-0.3423,-0.4820,0.0500,0.0500,0.0500,0.0500,0.0000,1
1701-141760-0044-219,-0.3916,-0.1896,-0.5252,0.0400,0.0400,0.0400,0.0400,0.0400,0
1701-141760-0046-221,-0.1733,-0.6436,-0.4951,0.0588,0.0588,0.0588,0.0588,0.0588,0
1701-141760-0048-223,-0.3433,-0.6931,-0.5050,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141760-0050-225,-0.4746,-0.0704,0.1538,0.1538,0.1538,0.1538,0.1538,0.1538,0
1701-141760-0052-227,0.1126,-0.5165,0.0272,0.0714,0.0714,0.0714,0.0714,0.0714,0
1701-141759-0000-229,0.0785,-0.2834,0.5514,0.3000,0.3000,0.3000,0.3000,0.1000,1
1701-141759-0002-231,-0.2674,-0.8220,-0.8541,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0004-233,-0.4395,-0.5567,-0.5636,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0006-235,-0.4021,-0.6740,-0.5211,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0008-237,-0.2659,-0.4970,-0.1836,0.1176,0.1176,0.1176,0.1176,0.1176,0
1701-141759-0010-239,-0.6025,-0.7113,-0.5439,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0012-241,-0.5636,-0.4697,-0.3131,0.1111,0.1111,0.1111,0.1111,0.1111,0
1701-141759-0014-243,-0.3451,-0.4218,-0.2301,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0016-245,-0.2327,-0.3947,-0.5378,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0018-247,-0.6742,-0.5394,-0.0674,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0020-249,-0.7071,0.0000,-0.3536,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0022-251,-0.3004,-0.5993,-0.6183,0.0244,0.0244,0.0244,0.0244,0.0244,0
1701-141759-0024-253,-0.1534,-0.4602,-0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0026-255,-0.5405,-0.6269,-0.6125,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0028-257,-0.3769,-0.2520,-0.2929,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0030-259,-0.2330,-0.5826,-0.1748,0.0000,0.0000,0.0000,0.0000,0.0000,0
1701-141759-0032-261,-0.2762,-0.0335,0.0335,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0000-263,-0.6092,-0.7393,-0.6815,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0002-265,-0.6190,-0.6906,-0.2457,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0004-267,-0.2253,-0.7112,-0.6436,0.2857,0.0000,0.0000,0.0000,0.0000,1
1255-74899-0006-269,-0.6928,-0.6966,-0.5662,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0008-271,-0.5546,-0.4851,-0.4977,0.0185,0.0185,0.0185,0.0185,0.0185,0
1255-74899-0010-273,-0.1833,-0.1248,-0.1201,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0012-275,-0.3915,-0.7471,-0.5316,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0014-277,-0.4369,-0.2544,-0.2621,0.0667,0.0667,0.0667,0.0667,0.0667,0
1255-74899-0016-279,-0.1748,-0.1748,-0.3612,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-74899-0018-281,-0.4954,-0.1981,0.0752,0.1000,0.1000,0.1000,0.1000,0.1000,0
1255-74899-0020-283,-0.2584,0.4281,0.1823,0.5556,0.6667,0.5556,0.5556,0.5556,0
1255-74899-0022-285,-0.4078,-0.5085,-0.3328,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0001-287,-0.0868,-0.6079,-0.2605,0.1176,0.1176,0.1176,0.1176,0.1176,0
1255-90413-0003-289,-0.7071,-0.7071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0005-291,-0.5662,-0.7101,-0.5250,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0007-293,-0.1962,-0.5512,-0.6229,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0009-295,-0.3091,-0.4670,-0.4228,0.0227,0.0227,0.0227,0.0227,0.0227,0
1255-90413-0011-297,-0.0869,-0.8185,-0.5199,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0013-299,-0.5708,-0.5441,-0.5040,0.1111,0.1111,0.1111,0.1111,0.0000,1
1255-90413-0015-301,-0.5436,-0.6538,-0.5997,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0017-303,-0.3280,-0.2870,-0.2050,0.1111,0.1111,0.1111,0.1111,0.1111,0
1255-90413-0019-305,-0.5185,0.2935,-0.0342,0.2000,0.2000,0.2000,0.2000,0.0000,1
1255-90413-0021-307,-0.3456,-0.4138,-0.4566,0.0833,0.0833,0.0833,0.0833,0.0833,0
1255-90413-0023-309,-0.7303,-0.5477,-0.6390,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0025-311,-0.2585,-0.3309,-0.2792,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90413-0027-313,-0.1972,-0.8183,-0.6009,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0000-315,-0.3787,-0.4952,-0.3243,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0002-317,-0.0398,-0.6175,-0.6076,0.0000,0.2500,0.0000,0.0000,0.0000,0
1255-90407-0004-319,-0.5774,-0.5774,-0.2474,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0006-321,-0.2838,-0.3375,-0.5522,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0008-323,-0.1653,-0.3144,-0.0681,0.3333,0.3333,0.3333,0.3333,0.2222,1
1255-90407-0010-325,-0.4590,-0.1663,-0.0400,0.5000,0.7500,0.5000,0.5000,0.0000,1
1255-90407-0012-327,-0.3601,-0.7901,-0.7713,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0014-329,-0.3736,-0.3124,-0.0187,0.1429,0.1429,0.1429,0.1429,0.0000,1
1255-90407-0016-331,-0.1898,-0.8677,-0.6237,0.0588,0.0588,0.0588,0.0588,0.0588,0
1255-90407-0018-333,-0.5477,-0.4108,-0.4108,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0020-335,-0.2081,-0.6822,-0.6244,0.0625,0.0625,0.0625,0.0625,0.0625,0
1255-90407-0022-337,-0.2995,-0.6816,-0.7512,0.0500,0.0500,0.0500,0.0500,0.0000,1
1255-90407-0024-339,-0.4137,-0.5757,-0.7119,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0026-341,-0.3471,-0.6942,-0.6618,0.0303,0.0303,0.0303,0.0303,0.0303,0
1255-90407-0028-343,-0.5152,-0.3851,-0.3308,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-90407-0030-345,0.3280,0.0820,-0.2870,0.5000,0.5000,0.5000,0.5000,0.3333,1
1255-138279-0001-347,-0.0479,-0.5520,-0.3572,0.0250,0.0250,0.0250,0.0250,0.0250,0
1255-138279-0003-349,-0.2585,-0.6981,-0.8342,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0005-351,-0.4218,-0.4985,-0.3068,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0007-353,-0.3895,-0.3367,-0.7657,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0009-355,-0.6325,-0.6325,-0.3162,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0011-357,-0.4602,-0.4218,-0.3835,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0013-359,-0.1715,-0.4630,-0.4287,0.0278,0.0278,0.0278,0.0278,0.0278,0
1255-138279-0015-361,-0.1621,-0.6158,-0.3565,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0017-363,-0.7545,-0.8101,-0.5696,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0019-365,-0.4023,-0.2285,-0.2317,0.0909,0.0909,0.0909,0.0909,0.0000,1
1255-138279-0021-367,-0.4602,-0.4218,-0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0
1255-138279-0023-369,-0.6316,-0.2871,-0.2967,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0000-371,-0.2369,0.0000,0.1573,0.4000,0.4000,0.4000,0.4000,0.2000,1
5543-27761-0002-373,-0.2521,-0.6441,-0.1680,0.5000,0.3750,0.5000,0.3750,0.3750,1
5543-27761-0004-375,-0.3416,-0.1230,-0.3143,0.0667,0.0667,0.0667,0.0667,0.0667,0
5543-27761-0006-377,-0.2218,-0.6706,-0.7662,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0008-379,-0.4078,-0.1786,-0.2408,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0010-381,-0.6068,-0.5394,-0.3371,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0012-383,-0.5260,-0.7264,-0.3194,0.0909,0.0909,0.0909,0.0909,0.0909,0
5543-27761-0014-385,-0.1960,-0.4201,-0.3641,0.2222,0.2222,0.2222,0.2222,0.2222,0
5543-27761-0016-387,-0.2317,-0.2160,-0.2881,0.0455,0.0455,0.0455,0.0455,0.0455,0
5543-27761-0018-389,-0.5976,-0.5279,-0.5279,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0020-391,0.2214,0.1771,0.2657,0.1875,0.1875,0.1875,0.1875,0.1250,1
5543-27761-0022-393,-0.5429,-0.7498,-0.2585,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0024-395,-0.3110,-0.8985,-0.6825,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0026-397,-0.5074,-0.7185,-0.6727,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0028-399,-0.5923,-0.6943,-0.5567,0.0645,0.0645,0.0645,0.0645,0.0645,0
5543-27761-0030-401,-0.6975,-0.6490,-0.6688,0.0500,0.0500,0.0500,0.0500,0.0500,0
5543-27761-0032-403,0.0305,-0.7761,-0.5227,0.1000,0.1000,0.1000,0.1000,0.1000,0
5543-27761-0034-405,-0.4912,-0.4620,-0.5809,0.1429,0.1429,0.1429,0.1429,0.1429,0
5543-27761-0036-407,-0.6141,-0.8262,-0.8024,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0038-409,-0.5037,-0.1911,0.3647,0.2000,0.2000,0.2000,0.2000,0.2000,0
5543-27761-0040-411,-0.2172,-0.5585,-0.6257,0.1000,0.1000,0.1000,0.1000,0.1000,0
5543-27761-0042-413,-0.0583,-0.4369,-0.1786,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0044-415,-0.4567,-0.5546,-0.2576,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0046-417,-0.3641,-0.3641,-0.0280,0.2000,0.2000,0.2000,0.2000,0.2000,0
5543-27761-0048-419,-0.5569,-0.5125,-0.2631,0.0500,0.0500,0.0500,0.0500,0.0500,0
5543-27761-0050-421,0.0683,-0.6696,-0.3963,0.1875,0.1875,0.1875,0.1875,0.1875,0
5543-27761-0052-423,-0.5136,-0.5719,-0.5991,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0054-425,-0.3081,0.0280,0.1400,0.5000,0.5000,0.5000,0.5000,0.5000,0
5543-27761-0056-427,0.0713,-0.5186,-0.0648,0.1667,0.1667,0.1667,0.1667,0.1667,0
5543-27761-0058-429,-0.2192,-0.6888,-0.4697,0.0435,0.0435,0.0435,0.0435,0.0435,0
5543-27761-0060-431,-0.1997,-0.6706,-0.5034,0.0263,0.0263,0.0263,0.0263,0.0263,0
5543-27761-0062-433,-0.2489,-0.7153,-0.5863,0.1471,0.1471,0.1471,0.1471,0.1176,1
5543-27761-0064-435,-0.1120,-0.1400,0.1680,0.4286,0.4286,0.4286,0.4286,0.4286,0
5543-27761-0066-437,-0.4201,-0.2521,-0.2521,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0068-439,-0.5534,-0.6991,-0.7029,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0070-441,-0.3835,-0.5752,-0.4985,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0072-443,-0.1945,-0.6806,-0.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0074-445,-0.4730,-0.6023,-0.1571,0.0769,0.0769,0.0769,0.0769,0.0385,1
5543-27761-0076-447,-0.1960,0.1120,0.4201,0.1667,0.1667,0.1667,0.1667,0.1667,0
5543-27761-0078-449,-0.4655,-0.7484,-0.8489,0.1053,0.1053,0.1053,0.1053,0.0789,1
5543-27761-0080-451,-0.1230,-0.0410,-0.0410,0.1250,0.1250,0.1250,0.1250,0.1250,0
5543-27761-0082-453,-0.1503,-0.4603,-0.3507,0.0625,0.0625,0.0625,0.0625,0.0625,0
5543-27761-0084-455,-0.2870,-0.4100,0.2050,0.2308,0.2308,0.2308,0.2308,0.2308,0
5543-27761-0086-457,-0.0982,-0.1686,-0.3011,0.2727,0.2727,0.2727,0.2727,0.1818,1
5543-27761-0088-459,-0.5732,-0.5037,-0.6079,0.1429,0.1429,0.1429,0.1429,0.1429,0
5543-27761-0090-461,-0.4676,-0.5188,-0.1997,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0092-463,-0.2505,-0.3131,0.0000,0.0625,0.0625,0.0625,0.0625,0.0625,0
5543-27761-0094-465,-0.8367,-0.6773,-0.2888,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0096-467,-0.4797,-0.3889,-0.1296,0.0455,0.0455,0.0455,0.0455,0.0455,0
5543-27761-0098-469,-0.1680,0.0280,-0.1960,0.1333,0.1333,0.1333,0.1333,0.1333,0
5543-27761-0100-471,-0.4384,-0.5010,-0.4070,0.1667,0.1667,0.1667,0.1667,0.1667,0
5543-27761-0102-473,-0.1328,-0.1661,0.0427,0.2667,0.2667,0.2667,0.2667,0.2000,1
5543-27761-0104-475,-0.7638,-0.7638,-0.5455,0.0000,0.0000,0.0000,0.0000,0.0000,0
5543-27761-0106-477,0.3641,-0.1400,-0.1960,0.4000,0.4000,0.4000,0.4000,0.2000,1
1650-173551-0001-479,-0.4403,-0.6741,-0.2338,0.1429,0.0000,0.0000,0.0000,0.0000,1
1650-173551-0003-481,-0.2618,-0.6750,-0.5494,0.0625,0.0625,0.0625,0.0625,0.0625,0
1650-173551-0005-483,-0.4238,-0.2388,-0.2926,0.2632,0.2632,0.2632,0.2632,0.2632,0
1650-173551-0007-485,-0.3028,-0.5585,-0.7229,0.3636,0.3636,0.3636,0.3636,0.3636,0
1650-173551-0009-487,-0.5507,-0.8276,-0.6042,0.2174,0.2174,0.2174,0.2174,0.2174,0
1650-167613-0001-489,-0.3118,-0.3512,-0.2294,0.3333,0.3333,0.3333,0.3333,0.2222,1
1650-167613-0003-491,-0.0813,-0.3525,-0.2169,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0005-493,-0.0631,-0.1554,-0.0846,0.1250,0.1250,0.1250,0.1250,0.0000,1
1650-167613-0007-495,-0.1300,-0.2886,0.0181,0.3750,0.3750,0.3750,0.3750,0.2500,1
1650-167613-0009-497,-0.2619,0.1779,-0.0099,0.5000,0.5000,0.5000,0.5000,0.2500,1
1650-167613-0011-499,-0.3402,-0.6327,-0.4435,0.0588,0.0588,0.0588,0.0588,0.0588,0
1650-167613-0013-501,-0.3995,0.2953,0.3300,0.8333,0.8333,0.8333,0.8333,0.8333,0
1650-167613-0015-503,-0.2984,0.1407,0.2428,0.3333,0.3333,0.3333,0.3333,0.3333,0
1650-167613-0017-505,-0.1989,-0.0813,0.3616,0.6000,0.6000,0.6000,0.6000,0.6000,0
1650-167613-0019-507,-0.2678,-0.5523,-0.4017,0.1429,0.1429,0.1429,0.1429,0.0714,1
1650-167613-0021-509,0.2151,-0.5408,-0.5654,0.2000,0.1600,0.2000,0.1600,0.0800,1
1650-167613-0023-511,-0.5761,-0.6622,-0.8005,0.1667,0.1667,0.1667,0.1667,0.0833,1
1650-167613-0025-513,-0.4482,-0.4295,0.0984,0.2222,0.2222,0.2222,0.2222,0.0000,1
1650-167613-0027-515,-0.1643,-0.5025,-0.3366,1.2000,1.2000,1.2000,1.2000,1.0000,1
1650-167613-0029-517,-0.0383,-0.1150,-0.5369,0.3750,0.3750,0.3750,0.3750,0.2500,1
1650-167613-0031-519,-0.4952,-0.4078,0.0136,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0033-521,-0.1153,-0.4718,-0.8571,0.1852,0.1852,0.1852,0.1852,0.1481,1
1650-167613-0035-523,-0.0197,-0.6154,-0.6187,0.1250,0.1250,0.1250,0.1250,0.1250,0
1650-167613-0037-525,0.1238,-0.0891,-0.1386,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0039-527,-0.7182,-0.7579,-0.6548,0.1613,0.1613,0.1613,0.1613,0.1613,0
1650-167613-0041-529,-0.0409,-0.3027,-0.1332,0.2000,0.2000,0.2000,0.2000,0.2000,0
1650-167613-0043-531,-0.2140,-0.8185,-0.5977,0.1538,0.1538,0.1538,0.1538,0.0769,1
1650-167613-0045-533,-0.1616,-0.4892,-0.5617,0.1429,0.1429,0.1429,0.1429,0.0000,1
1650-167613-0047-535,-0.3338,-0.8552,-0.5866,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0049-537,0.2844,-0.5404,-0.4488,0.2000,0.0000,0.2000,0.0000,0.0000,1
1650-167613-0051-539,-0.1222,-0.5474,-0.4741,0.2857,0.1429,0.1429,0.1429,0.1429,1
1650-167613-0053-541,-0.3984,-0.5179,-0.0858,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-167613-0055-543,-0.2200,-0.5307,-0.6817,0.1111,0.1111,0.1111,0.1111,0.0000,1
1650-157641-0001-545,-0.6304,-0.5560,-0.2896,0.2222,0.2222,0.2222,0.2222,0.1111,1
1650-157641-0003-547,-0.3520,-0.4238,-0.2981,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-157641-0005-549,0.0994,-0.6590,-0.4698,0.3636,0.3636,0.3636,0.3636,0.2727,1
1650-157641-0007-551,-0.5551,-0.4144,-0.5165,0.2778,0.2778,0.2778,0.2778,0.2778,0
1650-157641-0009-553,-0.5248,-0.3400,-0.6865,0.0667,0.0667,0.0667,0.0667,0.0000,1
1650-157641-0011-555,-0.2829,-0.2798,0.1300,0.2308,0.2308,0.2308,0.2308,0.1538,1
1650-157641-0013-557,-0.8117,-0.7280,-0.6444,0.0833,0.0833,0.0833,0.0833,0.0833,0
1650-157641-0015-559,-0.5485,-0.6333,-0.7293,0.0588,0.0588,0.0588,0.0588,0.0588,0
1650-173552-0001-561,-0.2629,-0.8228,-0.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0
1650-173552-0003-563,0.0250,-0.5323,-0.6826,0.1500,0.1500,0.1500,0.1500,0.1000,1
1650-173552-0005-565,-0.2522,-0.6085,-0.5224,0.1842,0.1842,0.1842,0.1842,0.1579,1
